date,house_size,bed,bath,price,broker,street,city,state_name,zip_code
"AUG 29, 2024","1,753 sqft",3bd,3bd,"$369,000","Century 21 Integra, Closed",21312 W  Spruce Rd, Lake Zurich,Illinois,60047
"AUG 29, 2024","2,546 sqft (on 0.33 acres)",4bd,4bd,"$485,000","Berkshire Hathaway HomeServices Starck Real Estate, Closed",860 Spring Ct, Lake Zurich,Illinois,60047
"AUG 29, 2024","2,064 sqft",3bd,3bd,"$441,000","@properties Christie's International Real Estate, Closed",941 Dunham Ln, Buffalo Grove,Illinois,60089
"AUG 29, 2024","1,866 sqft",3bd,3bd,"$440,000","Compass, Closed",1134 Lockwood Ct W, Buffalo Grove,Illinois,60089
"AUG 29, 2024","1,525 sqft",4bd,4bd,"$460,000","Coldwell Banker Realty, Closed",507 Harris Dr, Buffalo Grove,Illinois,60089
"AUG 29, 2024","3,270 sqft",4bd,4bd,"$955,000","@properties Christie's International Real Estate, Closed",685 Northmoor Rd, Lake Forest,Illinois,60045
"AUG 29, 2024",,3bd,3bd,"$490,000","Coldwell Banker Realty, Closed",1334 Ferndale Ave, Highland Park,Illinois,60035
"AUG 29, 2024","1,456 sqft",3bd,3bd,"$350,000","Baird & Warner, Closed",1812 Winthrop Rd, Highland Park,Illinois,60035
"AUG 29, 2024","3,138 sqft",3bd,3bd,"$318,000",Coldwell Banker Brown Realtors,318 Hazel St, Troy,Illinois,62294
"AUG 29, 2024","1,305 sqft",3bd,3bd,"$245,000","Gori Realtors, LLC",521 Gueltig Ave, Edwardsville,Illinois,62025
"AUG 29, 2024","1,277 sqft",2bd,2bd,"$182,500",Re/Max Alliance,203 4th Ave, Edwardsville,Illinois,62025
"AUG 29, 2024","2,760 sqft",3bd,3bd,"$160,000",Southern Realty LLC Collinsvil,219 Woodland Dr, Edwardsville,Illinois,62025
"AUG 29, 2024","2,057 sqft",3bd,3bd,"$235,000",Tarrant And Harman Real Estate,310 Albers Pl, Bethalto,Illinois,62010
"AUG 29, 2024","1,100 sqft",2bd,2bd,"$117,000",Landmark Realty,111 E  4th St, Roxana,Illinois,62084
"AUG 29, 2024","2,168 sqft (on 0.33 acres)",3bd,3bd,"$228,000",RE/MAX Alliance,45 Terrace Ln, Granite City,Illinois,62040
"AUG 29, 2024","1,144 sqft",3bd,3bd,"$13,000",Keller Williams Marquee,2235 E  23rd St, Granite City,Illinois,62040
"AUG 29, 2024","3,423 sqft (on 0.40 acres)",3bd,3bd,"$250,000",Re/Max Alliance,5100 Little Creek Ln, Godfrey,Illinois,62035
"AUG 29, 2024",750 sqft (on 0.37 acres),2bd,2bd,"$175,000","Grandview Realty, LLC, Closed",206 Waverly St, Spring Grove,Illinois,60081
"AUG 29, 2024","1,400 sqft (on 0.55 acres)",3bd,3bd,"$309,000","Berkshire Hathaway HomeServices Starck Real Estate, Closed",713 Hickory Rd, Woodstock,Illinois,60098
"AUG 29, 2024","4,500 sqft",4bd,4bd,"$825,000","Berkshire Hathaway HomeServices Starck Real Estate, Closed",4909 E  Lake Shore Dr, Wonder Lake,Illinois,60097
"AUG 29, 2024",728 sqft (on 0.27 acres),2bd,2bd,"$225,000","RE/MAX Plaza, Closed",7505 South Dr, Wonder Lake,Illinois,60097
"AUG 29, 2024","1,775 sqft",3bd,3bd,"$485,000","Berkshire Hathaway HomeServices Starck Real Estate, Closed",3235 E  Lake Shore Dr, Wonder Lake,Illinois,60097
"AUG 29, 2024",792 sqft,2bd,2bd,"$145,000","Lakes Realty Group, Closed",2821 Shorewood Dr, McHenry,Illinois,60050
"AUG 29, 2024","1,614 sqft",4bd,4bd,"$325,000","Vylla Home, Closed",5101 W  Ashland Dr, McHenry,Illinois,60050
"AUG 29, 2024","2,200 sqft",4bd,4bd,"$290,000","Keller Williams Infinity, Closed",1708 W  Oakleaf Dr, McHenry,Illinois,60051
"AUG 29, 2024","1,850 sqft",4bd,4bd,"$240,000","Compass, Closed",444 N  Hill St, Woodstock,Illinois,60098
"AUG 29, 2024","2,382 sqft (on 0.78 acres)",3bd,3bd,"$500,000","Baird & Warner, Closed",6011 Chestnut Ct, Crystal Lake,Illinois,60014
"AUG 29, 2024","3,024 sqft",4bd,4bd,"$450,000","HomeSmart Conncet LLC, Closed",5112 W  Malibu Ct, McHenry,Illinois,60050
"AUG 29, 2024","3,500 sqft (on 2.86 acres)",3bd,3bd,"$515,000","Berkshire Hathaway HomeServices Starck Real Estate, Closed",4801 Deering Oaks Ln, Crystal Lake,Illinois,60012
"AUG 29, 2024","4,354 sqft (on 1.05 acres)",6bd,6bd,"$698,500","Coldwell Banker Realty, Closed",3711 Overland Rd, Crystal Lake,Illinois,60012
"AUG 29, 2024","2,017 sqft (on 0.26 acres)",4bd,4bd,"$450,000","Berkshire Hathaway HomeServices Starck Real Estate, Closed",1494 Pebble Ln, Crystal Lake,Illinois,60014
"AUG 29, 2024",,4bd,4bd,"$425,000","Keller Williams Success Realty, Closed",10408 Cindy Jo Ave, Huntley,Illinois,60142
"AUG 29, 2024",870 sqft,2bd,2bd,"$166,000","eXp Realty, LLC, Closed",439 Berkshire Dr #26, Crystal Lake,Illinois,60014
"AUG 29, 2024","2,044 sqft (on 1.09 acres)",4bd,4bd,"$525,000","Legacy Properties, A Sarah Leonard Company, LLC, Closed",605 Oakview Dr, Algonquin,Illinois,60102
"AUG 29, 2024","1,818 sqft (on 0.41 acres)",3bd,3bd,"$270,000",Century 21 Advantage,1004 Bradington Ct, Columbia,Illinois,62236
"AUG 29, 2024",768 sqft,2bd,2bd,"$83,500","Kim Ely, RE/MAX Traders Unlimited",322 S  Tremont Ave, Princeville,Illinois,61559
"AUG 29, 2024","1,937 sqft",3bd,3bd,"$279,000","EXP Realty, LLC Willow Knolls, Closed",5200 N  Knoxville Ave #206S, Peoria,Illinois,61614
"AUG 29, 2024","1,252 sqft",3bd,3bd,"$105,000","Mary Davis, Gallery Homes Real Estate",901 E  Glen Ave, Peoria Heights,Illinois,61616
"AUG 29, 2024","1,472 sqft",2bd,2bd,"$149,000","Jill Barclay, EXP Realty, LLC Willow Knolls",108 N  Kickapoo Ter, Peoria,Illinois,61604
"AUG 29, 2024",736 sqft,2bd,2bd,"$40,000","Andrew Barnes, Jim Maloof Realty, Inc.",1528 S  Arago St, Peoria,Illinois,61605
"AUG 29, 2024",938 sqft,3bd,3bd,"$146,000","Pieter Hanson, BUY SELL BUILD QC - Real Broker, LLC",2048 35th St, Rock Island,Illinois,61201
"AUG 29, 2024","1,128 sqft (on 0.45 acres)",3bd,3bd,"$140,000",RE/MAX Preferred,20 Circle Dr, Fairview Heights,Illinois,62208
"AUG 29, 2024","1,220 sqft",3bd,3bd,"$155,000",Keller Williams Pinnacle,205 Roselawn Ave, Fairview Heights,Illinois,62208
"AUG 29, 2024","1,305 sqft",4bd,4bd,"$105,000","QDM Real Estate, LLC",1128 Saint Boniface Dr, Cahokia,Illinois,62206
"AUG 29, 2024",857 sqft (on 0.54 acres),2bd,2bd,"$143,000",Keller Williams Marquee,5908 Wilson Dr, Belleville,Illinois,62223
"AUG 29, 2024","1,644 sqft (on 2.89 acres)",3bd,3bd,"$320,000","Keller Williams Premier Realty, Closed",5631 Broadway Rd, Groveland,Illinois,61535
"AUG 29, 2024","2,249 sqft",4bd,4bd,"$180,000","Angie Sutton, The Real Estate Group Inc.",1705 Deppert Dr, Pekin,Illinois,61554
"AUG 29, 2024","1,475 sqft (on 0.35 acres)",3bd,3bd,"$250,000","RE/MAX Ultimate Professionals, Closed",138 N  Countryside Ct, Braidwood,Illinois,60408
"AUG 29, 2024",,3bd,3bd,"$271,000","Crosstown REALTORS®, Inc. - Plainfield, Closed",496 W  Bergera Rd, Braidwood,Illinois,60408
"AUG 29, 2024","1,938 sqft (on 0.76 acres)",5bd,5bd,"$400,000","RE/MAX Suburban, Closed",23704 S  Hickory Ln, Minooka,Illinois,60447
"AUG 29, 2024","2,555 sqft (on 0.29 acres)",4bd,4bd,"$350,000","RE/MAX Ultimate Professionals, Closed",807 Madiera Dr, Shorewood,Illinois,60404
"AUG 29, 2024","1,676 sqft (on 0.30 acres)",3bd,3bd,"$290,000","@properties Christie's International Real Estate, Closed",22442 S  Donna Ave, Channahon,Illinois,60410
"AUG 29, 2024","1,172 sqft",2bd,2bd,"$252,000","Grandview Realty, LLC, Closed",22211 W  Niagara Trl, Plainfield,Illinois,60544
"AUG 29, 2024","2,142 sqft",Studio,Studio,"$395,000",,16449 S  Spangler Rd, Plainfield,Illinois,60586
"AUG 29, 2024","4,018 sqft (on 0.29 acres)",4bd,4bd,"$881,000","Realtopia Real Estate Inc, Closed",2211 Arrowhead Dr, Naperville,Illinois,60564
"AUG 29, 2024",,5bd,5bd,"$461,500","Vylla Home, Closed",602 S  State St, Lockport,Illinois,60441
"AUG 29, 2024",,3bd,3bd,"$226,000","Baird & Warner, Closed",224 Hughes Ave, Lockport,Illinois,60441
"AUG 29, 2024","1,548 sqft",3bd,3bd,"$365,000","Berkshire Hathaway HomeServices Chicago, Closed",301 Pierce Ct, Bolingbrook,Illinois,60440
"AUG 29, 2024","2,942 sqft",4bd,4bd,"$485,000","Village Realty Inc., Closed",626 Superior Dr, Romeoville,Illinois,60446
"AUG 29, 2024","1,576 sqft",2bd,2bd,"$241,000",,491 Fairview Dr, Manhattan,Illinois,60442
"AUG 29, 2024","3,400 sqft (on 0.38 acres)",4bd,4bd,"$579,000","CRIS Realty, Closed",330 Ashley Dr, New Lenox,Illinois,60451
"AUG 29, 2024","2,142 sqft",3bd,3bd,"$391,900","Wirtz Real Estate Group Inc., Closed",16629 W  Apache Dr, Lockport,Illinois,60441
"AUG 29, 2024","1,040 sqft (on 1.04 acres)",3bd,3bd,"$200,000","Coldwell Banker Realty, Closed",3348 E  Red Oak Ln, Crete,Illinois,60417
"AUG 29, 2024",864 sqft,2bd,2bd,"$109,000","Crosstown Realtors, Inc., Closed",1200 Kinsey Ave, Joliet,Illinois,60436
"AUG 29, 2024","2,007 sqft (on 0.52 acres)",3bd,3bd,"$200,000",,9844 N  2nd St, Roscoe,Illinois,61073
"AUG 29, 2024","1,677 sqft",3bd,3bd,"$255,000",,3387 E  Summerfield Dr, Rockford,Illinois,61114
"AUG 29, 2024","1,623 sqft (on 0.25 acres)",3bd,3bd,"$180,000",,1003 Fieldcrest Dr, Rockford,Illinois,61108
"AUG 29, 2024",840 sqft,3bd,3bd,"$104,000",,407 Atwood Ave, Rockford,Illinois,61102
"AUG 29, 2024","1,794 sqft (on 0.38 acres)",4bd,4bd,"$125,500",,3133 7th St, Rockford,Illinois,61109
"AUG 29, 2024","1,805 sqft (on 1.04 acres)",3bd,3bd,"$210,000",,6786 Rydberg Ct, Rockford,Illinois,61109
"AUG 29, 2024","2,216 sqft (on 0.33 acres)",4bd,4bd,"$276,500",,3672 Gnarl Tree Ln, Cherry Valley,Illinois,61016
"AUG 29, 2024","1,737 sqft (on 0.43 acres)",4bd,4bd,"$35,000",,11641 Harrison Rd, Rockton,Illinois,61072
"AUG 29, 2024","3,032 sqft (on 0.70 acres)",4bd,4bd,"$288,000",,1022 Jessica Trl, Winnebago,Illinois,61088
"AUG 29, 2024","1,313 sqft",4bd,4bd,"$130,000","Ryan Blackorby, Jim Maloof Realty, Inc.",619 E  Locust St, Metamora,Illinois,61548
"AUG 29, 2024","1,708 sqft (on 5.47 acres)",3bd,3bd,"$240,000","Mary A Biros, Jim Maloof Realty, Inc.",543 County Highway 8, Congerville,Illinois,61729
"AUG 29, 2024","2,602 sqft (on 0.36 acres)",3bd,3bd,"$157,000","Coldwell Banker Real Estate Group, Closed",330 E  6th St, El Paso,Illinois,61738
"AUG 29, 2024","1,520 sqft",2bd,2bd,"$285,000","Wirtz Real Estate Group Inc., Closed",1685 Spaulding Rd, Bartlett,Illinois,60103
"AUG 29, 2024","2,600 sqft (on 0.25 acres)",4bd,4bd,"$570,000","Baird & Warner, Closed",8 Georgetown Ct, Algonquin,Illinois,60102
"AUG 29, 2024","2,481 sqft",3bd,3bd,"$840,000","@properties Christie's International Real Estate, Closed",1772 Brush Hill Ln, Northfield,Illinois,60025
"AUG 29, 2024","1,100 sqft",2bd,2bd,"$212,000","Berkshire Hathaway HomeServices Starck Real Estate, Closed",373 Woodview Cir #A, Elgin,Illinois,60120
"AUG 29, 2024","1,780 sqft",3bd,3bd,"$784,000","Baird & Warner, Closed",33 W  Huron St #707, Chicago,Illinois,60654
"AUG 29, 2024","1,320 sqft",2bd,2bd,"$170,000","Baird & Warner, Closed",3620 186th St #102, Lansing,Illinois,60438
"AUG 29, 2024","1,885 sqft",3bd,3bd,"$406,500","Berkshire Hathaway HomeServices American Heritage, Closed",344 Bay Dr, Itasca,Illinois,60143
"AUG 29, 2024","1,250 sqft",2bd,2bd,"$457,500","Compass, Closed",1306 N  Bosworth Ave #2, Chicago,Illinois,60642
"AUG 29, 2024",,Studio,Studio,"$231,000","CB Real Estate LLC, Closed",3660 N  Lake Shore Dr #4509, Chicago,Illinois,60613
"AUG 29, 2024","1,285 sqft",2bd,2bd,"$500,000","@properties Christie's International Real Estate, Closed",330 N  Jefferson St #1905, Chicago,Illinois,60661
"AUG 29, 2024","2,968 sqft",4bd,4bd,"$345,000","Village Realty, Inc., Closed",4307 Osullivan Dr, Joliet,Illinois,60431
"AUG 29, 2024","1,396 sqft",3bd,3bd,"$300,000","Exit Real Estate Partners, Closed",3715 Saratoga Dr, Joliet,Illinois,60435
"AUG 29, 2024","1,299 sqft",2bd,2bd,"$255,000","eXp Realty LLC, Closed",24043 W  Pear Tree Cir, Plainfield,Illinois,60585
"AUG 29, 2024","1,942 sqft",3bd,3bd,"$389,900","Wirtz Real Estate Group Inc., Closed",19926 Crystal Lake Way, Frankfort,Illinois,60423
"AUG 29, 2024","1,648 sqft",3bd,3bd,"$135,000","Swanson Real Estate, Closed",320 S  Wolfe St, Sandwich,Illinois,60548
"AUG 29, 2024","1,408 sqft",2bd,2bd,"$166,000",,7343 Wallingford Way, Rockford,Illinois,61107
"AUG 29, 2024",,2bd,2bd,"$210,000","Berkshire Hathaway HomeServices Chicago, Closed",7025 N  Sheridan Rd #3N, Chicago,Illinois,60626
"AUG 29, 2024",,2bd,2bd,"$162,000","Beaulieu Real Estate, Closed",3818 W  Ainslie St #3, Chicago,Illinois,60625
"AUG 29, 2024","1,450 sqft",3bd,3bd,"$630,000","Compass, Closed",3043 W  Logan Blvd #2W, Chicago,Illinois,60647
"AUG 29, 2024",,2bd,2bd,"$105,000","Keller Williams Preferred Rlty, Closed",2348 W  111th St #2, Chicago,Illinois,60643
"AUG 29, 2024","3,650 sqft",5bd,5bd,"$785,000","Baird & Warner, Closed",5728 Rosinweed Ln, Naperville,Illinois,60564
"AUG 29, 2024",,2bd,2bd,"$235,000","Keller Williams North Shore West, Closed",1477 S  Candlestick Way, Waukegan,Illinois,60085
"AUG 29, 2024","2,049 sqft",3bd,3bd,"$522,000","@properties Christie's International Real Estate, Closed",13130 W  Meadowview Ln, Homer Glen,Illinois,60491
"AUG 29, 2024","3,080 sqft (on 0.28 acres)",4bd,4bd,"$310,500","Elm Street REALTORS, Closed",1100 Kennedy Dr, Kirkland,Illinois,60146
"AUG 29, 2024","2,564 sqft",4bd,4bd,"$383,000","@properties Christie's International Real Estate, Closed",6411 Valley Ridge Dr, Plainfield,Illinois,60586
"AUG 29, 2024","2,110 sqft",4bd,4bd,"$255,200","Bob Kelly, Ruhl&Ruhl REALTORS Moline",1110 17th Ave, Silvis,Illinois,61282
"AUG 29, 2024","1,350 sqft",2bd,2bd,"$370,000","Coldwell Banker Realty, Closed",828 W  Gunnison St #2N, Chicago,Illinois,60640
"AUG 29, 2024","1,100 sqft",2bd,2bd,"$425,000","Corcoran Urban Real Estate, Closed",111 S  Morgan St #711, Chicago,Illinois,60607
"AUG 29, 2024",,2bd,2bd,"$578,000","@properties Christie's International Real Estate, Closed",901 N  Wood St #3, Chicago,Illinois,60622
"AUG 29, 2024",950 sqft,2bd,2bd,"$175,000","Fireside Realty, Closed",6525 W  64th Pl #3E, Chicago,Illinois,60638
"AUG 29, 2024","1,653 sqft",3bd,3bd,"$300,000","RE/MAX Suburban, Closed",385 McGrath Dr, Oswego,Illinois,60543
"AUG 29, 2024","2,038 sqft",3bd,3bd,"$317,000","Dickerson & Nieman Realtors - Rockford, Closed",5039 Wil Acre Dr, Loves Park,Illinois,61111
"AUG 29, 2024","2,294 sqft",4bd,4bd,"$585,000","Berkshire Hathaway HomeServices Chicago, Closed",4217 Linden Tree Ln, Glenview,Illinois,60026
"AUG 29, 2024","1,150 sqft",2bd,2bd,"$360,000","Compass, Closed",4011 N  Francisco Ave #408, Chicago,Illinois,60618
"AUG 29, 2024",,2bd,2bd,"$343,000","Berkshire Hathaway HomeServices Chicago, Closed",1409 W  Rascher Ave #3, Chicago,Illinois,60640
"AUG 29, 2024","2,691 sqft",4bd,4bd,"$390,000","Exit Real Estate Partners, Closed",16330 Siegel Dr, Crest Hill,Illinois,60403
"AUG 29, 2024","1,466 sqft",2bd,2bd,"$265,000","john greene, Realtor, Closed",21460 Loch Ln, Crest Hill,Illinois,60403
"AUG 29, 2024","1,075 sqft",2bd,2bd,"$169,900","Eric Easley, The Real Estate Group, Inc.",29 Royal Rd, Springfield,Illinois,62702
"AUG 29, 2024","1,640 sqft",3bd,3bd,"$179,900","Nino Campo, Campo Realty, Inc.",2929 Sandgate Rd, Springfield,Illinois,62702
"AUG 29, 2024","2,564 sqft",3bd,3bd,"$142,000","Rebecca L Hendricks, The Real Estate Group, Inc.",1301 W  Edwards St, Springfield,Illinois,62704
"AUG 29, 2024","1,285 sqft",3bd,3bd,"$195,505","Rebecca L Hendricks, The Real Estate Group, Inc.",205 Bristol Rd, Springfield,Illinois,62702
"AUG 29, 2024","2,685 sqft (on 0.25 acres)",4bd,4bd,"$295,000","Philip E Chiles, Keller Williams Capital",2012 Montague Dr, Springfield,Illinois,62711
"AUG 29, 2024","1,420 sqft",3bd,3bd,"$159,900","Tim Frederick, Campo Realty, Inc.",104 Glen Aire Dr, Springfield,Illinois,62703
"AUG 29, 2024","3,684 sqft (on 0.90 acres)",4bd,4bd,"$505,000","Diane Tinsley, The Real Estate Group, Inc.",35 Woodland Trl, Rochester,Illinois,62563
"AUG 29, 2024","2,712 sqft",3bd,3bd,"$269,000","Kathy Garst, The Real Estate Group, Inc.",3720 Kerry Blvd, Springfield,Illinois,62712
"AUG 29, 2024","1,393 sqft",3bd,3bd,"$190,000","Kyle T Killebrew, The Real Estate Group, Inc.",615 Oakbrook Ave, Chatham,Illinois,62629
"AUG 29, 2024","1,530 sqft (on 0.35 acres)",3bd,3bd,"$250,000","Berkshire Hathaway HomeServices Speckman Realty, Closed",E, Kankakee,Illinois,60901
"AUG 29, 2024","2,852 sqft",3bd,3bd,"$385,000",,230 N  Mulberry St, Herscher,Illinois,60941
"AUG 29, 2024","1,534 sqft (on 0.25 acres)",3bd,3bd,"$159,900","Berkshire Hathaway HomeServices Speckman Realty, Closed",1185 W  Vanmeter St, Kankakee,Illinois,60901
"AUG 29, 2024",868 sqft,2bd,2bd,"$155,000","Berkshire Hathaway HomeServices Speckman Realty, Closed",272 S  Blaine Ave, Bradley,Illinois,60915
"AUG 29, 2024",800 sqft,2bd,2bd,"$79,905","Vylla Home, Closed",58 W  5th St, Manteno,Illinois,60950
"AUG 29, 2024","1,884 sqft (on 0.27 acres)",3bd,3bd,"$350,000","LaMore Realty, Closed",361 Cardinal Dr, Manteno,Illinois,60950
"AUG 29, 2024",980 sqft,3bd,3bd,"$147,000","Keller Williams Revolution, Closed",34 Norwood Dr, Normal,Illinois,61761
"AUG 29, 2024","2,080 sqft",2bd,2bd,"$125,000","RE/MAX Rising, Closed",1204 N  Livingston St, Bloomington,Illinois,61701
"AUG 29, 2024",777 sqft,2bd,2bd,"$120,000","RE/MAX Rising, Closed",1610 N  Roosevelt Ave, Bloomington,Illinois,61701
"AUG 29, 2024","1,512 sqft",3bd,3bd,"$258,000","RE/MAX Choice, Closed",1301 Mill Creek Rd, Bloomington,Illinois,61704
"AUG 29, 2024","2,853 sqft",3bd,3bd,"$306,500","BHHS Central Illinois, REALTORS, Closed",1210 E  Oakland Ave, Bloomington,Illinois,61701
"AUG 29, 2024","3,156 sqft",5bd,5bd,"$340,000","BHHS Central Illinois, REALTORS, Closed",2710 Southlawn Dr, Bloomington,Illinois,61705
"AUG 29, 2024","2,452 sqft",4bd,4bd,"$149,000","Coldwell Banker Real Estate Group, Closed",812 W  Oakland Ave, Bloomington,Illinois,61701
"AUG 29, 2024","1,108 sqft",1bd,1bd,"$155,000","RE/MAX Rising, Closed",306 E  Stewart St, Bloomington,Illinois,61701
"AUG 29, 2024","1,125 sqft (on 0.39 acres)",2bd,2bd,"$85,000","Keller Williams Revolution, Closed",10713 Lafayette Ave, Shirley,Illinois,61772
"AUG 29, 2024","1,348 sqft (on 0.32 acres)",3bd,3bd,"$132,000","Keller Williams Revolution, Closed",502 W  Cedar St, Le Roy,Illinois,61752
"AUG 29, 2024","2,952 sqft",3bd,3bd,"$400,000","Ric L Krupps, RE/MAX Traders Unlimited",6718 N  Grand Fir Dr, Edwards,Illinois,61528
"AUG 29, 2024","4,505 sqft",4bd,4bd,"$575,000","Coldwell Banker Realty, Closed",1866 White Lake Dr, Antioch,Illinois,60002
"AUG 29, 2024","2,329 sqft",2bd,2bd,"$285,000","Realty Executives Advance, Closed",2835 Glacier Way #C, Wauconda,Illinois,60084
"AUG 29, 2024","1,350 sqft (on 0.45 acres)",3bd,3bd,"$113,800",,105 South St, Alvin,Illinois,61811
"AUG 29, 2024","1,864 sqft (on 2 acres)",3bd,3bd,"$180,000",,19277 Harrison Street Rd, Ashmore,Illinois,61920
"AUG 29, 2024","1,700 sqft",3bd,3bd,"$150,000","Carter Realty Group, Closed",4428 S  Calumet Ave #2, Chicago,Illinois,60653
"AUG 29, 2024","2,722 sqft (on 0.48 acres)",4bd,4bd,"$475,000","Keller Williams Infinity, Closed",16851 Forest Ave, Oak Forest,Illinois,60452
"AUG 29, 2024",,3bd,3bd,"$325,000","Baird & Warner, Closed",4537 S  Drexel Blvd #707, Chicago,Illinois,60653
"AUG 29, 2024","1,529 sqft",2bd,2bd,"$700,000","Jameson Sotheby's Intl Realty, Closed",159 E  Walton Pl #12D, Chicago,Illinois,60611
"AUG 29, 2024","1,500 sqft",3bd,3bd,"$370,000","Spring Realty, Closed",1312 Colaric Dr, Joliet,Illinois,60431
"AUG 29, 2024","2,074 sqft",3bd,3bd,"$143,000","Teresa Nelson, Jim Maloof Realty, Inc.",623 Pekin Ave, East Peoria,Illinois,61611
"AUG 29, 2024","3,959 sqft (on 4.74 acres)",4bd,4bd,"$400,000",,7774 Old River Rd, Rockford,Illinois,61103
"AUG 29, 2024","1,749 sqft",2bd,2bd,"$300,000",,5613 Northcliffe Ln, Rockford,Illinois,61114
"AUG 29, 2024",,3bd,3bd,"$380,000","Hercana Real Estate, Closed",12042 Old River Rd, Rockton,Illinois,61072
"AUG 29, 2024","3,486 sqft",5bd,5bd,"$753,765","Little Realty, Closed",4 Glen Club Ct, Hawthorn Woods,Illinois,60047
"AUG 29, 2024",,2bd,2bd,"$189,000","@properties Christie's International Real Estate, Closed",208 Glengarry Dr #202, Bloomingdale,Illinois,60108
"AUG 29, 2024","2,495 sqft",3bd,3bd,"$390,000",Re/Max Alliance,108 Oakshire Dr E, Glen Carbon,Illinois,62034
"AUG 29, 2024","1,512 sqft (on 1.27 acres)",3bd,3bd,"$213,500","Lisa D Mckinney, C21 All Pro Real Estate",10531 N  State Highway 142, Mount Vernon,Illinois,62864
"AUG 29, 2024","1,161 sqft",3bd,3bd,"$115,000","Market Pro Realty, Inc",103 Rosewood Dr, Jerseyville,Illinois,62052
"AUG 29, 2024","2,552 sqft (on 0.60 acres)",4bd,4bd,"$30,000",,310 S  Wall St, Macon,Illinois,62544
"AUG 29, 2024","1,000 sqft",3bd,3bd,"$50,000",,2535 E  Locust St, Decatur,Illinois,62526
"AUG 29, 2024",723 sqft,2bd,2bd,"$68,500",,307 S  20th St, Decatur,Illinois,62521
"AUG 29, 2024",936 sqft,3bd,3bd,"$85,000",,1643 W  Waggoner St, Decatur,Illinois,62526
"AUG 29, 2024","1,312 sqft (on 0.26 acres)",3bd,3bd,"$86,000",,1566 W  Division St, Decatur,Illinois,62526
"AUG 29, 2024","1,448 sqft (on 0.31 acres)",3bd,3bd,"$184,900","RE/MAX Choice Clinton, Closed",215 Ponderosa Dr, Forsyth,Illinois,62535
"AUG 29, 2024","3,753 sqft (on 0.71 acres)",3bd,3bd,"$265,000",,250 Hickory Point Ct, Forsyth,Illinois,62535
"AUG 29, 2024",900 sqft (on 0.46 acres),3bd,3bd,"$116,000",,1302 Clement Ave, Forsyth,Illinois,62535
"AUG 29, 2024","2,376 sqft",3bd,3bd,"$150,000",,2591 Lansdowne Dr, Decatur,Illinois,62521
"AUG 29, 2024","1,068 sqft",3bd,3bd,"$48,000","Xtreme Realty, Closed",1304 Harvey Dr, Sterling,Illinois,61081
"AUG 29, 2024","2,304 sqft (on 0.50 acres)",3bd,3bd,"$149,900","Robert Thompson, COLDWELL BANKER J. DAVID THOMPSON",1102 S  Duncan St, Marion,Illinois,62959
"AUG 29, 2024","2,052 sqft",3bd,3bd,"$415,000","American Real Estate Services, Closed",9088 Buckingham Park Dr, Des Plaines,Illinois,60016
"AUG 29, 2024","2,779 sqft",2bd,2bd,"$435,000","Compass, Closed",449 W  Fairview Cir, Palatine,Illinois,60067
"AUG 29, 2024","7,176 sqft",6bd,6bd,"$3,300,000","Baird & Warner, Closed",2010 N  Mohawk St, Chicago,Illinois,60614
"AUG 29, 2024",800 sqft,1bd,1bd,"$138,000","Coldwell Banker Realty, Closed",621 Washington Blvd #G, Oak Park,Illinois,60302
"AUG 29, 2024","1,368 sqft",3bd,3bd,"$234,000","Taylor Realty Associates, Closed",1208 S  Smith Rd, Urbana,Illinois,61802
"AUG 29, 2024","1,256 sqft",3bd,3bd,"$225,000",Century 21 Advantage,41 Stratford Green Dr, Belleville,Illinois,62220
