date,bed,bath,price,broker,street,city,state_name,zip_code,house_sqft
2024-08-28,2.0,2.0,9628000.0,Unknown,45 Greene St #6, New York,New York,10013,2900.0
2024-08-28,1.0,1.0,940000.0,Unknown,30 W  61st St #29E, New York,New York,10023,711.0
2024-08-28,1.0,1.0,1550000.0,Unknown,721 5th Ave #33E, New York,New York,10022,1125.0
2024-08-28,4.0,4.0,840000.0,Unknown,35-45 Sutton Pl, New York,New York,10022,247000.0
2024-08-28,1.0,1.0,800000.0,Unknown,120 E  90th St #16B, New York,New York,10128,764.3333333333334
2024-08-28,3.0,3.0,108150.0,Shamrock Real Estate Inc,321 Turin St, Rome,New York,13440,1612.0
2024-08-28,3.0,3.0,206000.0,Keller-Williams Mohawk Valley,115 Riverview Pkwy S, Rome,New York,13440,1080.0
2024-08-28,2.0,2.0,385000.0,Coldwell Banker Faith Properties R,8540 Clinton Ave, Rome,New York,13440,1176.0
2024-08-28,3.0,3.0,102500.0,Christmas Country Homes,928 N  Hillsboro Rd, Camden,New York,13316,1200.0
2024-08-28,3.0,3.0,180000.0,Keller Williams Upstate NY Properties,8203 State Highway 28, Richfield Springs,New York,13439,1364.0
2024-08-28,2.0,2.0,125000.0,Howard Hanna,16588 Ridge Rd, Holley,New York,14470,616.0
2024-08-28,3.0,3.0,160000.0,Integrated Real Estate Ser LLC,122 Merrill St, Syracuse,New York,13208,1214.0
2024-08-28,3.0,3.0,135000.0,Keller Williams Syracuse,107 Delong Ave, Syracuse,New York,13208,1048.0
2024-08-28,4.0,4.0,250900.0,Howard Hanna Real Estate,143 Hastings Pl, Syracuse,New York,13206,1468.0
2024-08-28,5.0,5.0,153000.0,Integrated Real Estate Ser LLC,216 Caleb Ave, Syracuse,New York,13206,1276.0
2024-08-28,3.0,3.0,36000.0,VYLLA Home,159 W  Matson Ave, Syracuse,New York,13205,1288.0
2024-08-28,4.0,4.0,205000.0,"Coldwell Banker Prime Prop,Inc",316 Glenview Pkwy, Syracuse,New York,13219,1162.0
2024-08-28,2.0,2.0,166280.0,Hunt Real Estate ERA,4431 Heritage Dr, Liverpool,New York,13090,864.0
2024-08-28,3.0,3.0,250000.0,Keller Williams Syracuse,26 Wexford Rd, Syracuse,New York,13214,1152.0
2024-08-28,5.0,5.0,530000.0,RE/MAX Masters,5200 Brockway Ln, Fayetteville,New York,13066,3986.0
2024-08-28,3.0,3.0,239000.0,Hunt Real Estate ERA,212 E  Main St, Elbridge,New York,13060,1985.0
2024-08-28,4.0,4.0,130182.0,Howard Hanna Real Estate,200 Alice Ave, Syracuse,New York,13209,2028.0
2024-08-28,3.0,3.0,230000.0,"Coldwell Banker Prime Prop,Inc",423 Manor Dr, East Syracuse,New York,13057,1374.0
2024-08-28,2.0,2.0,410000.0,Howard Hanna Real Estate,19 Artisan Way, Manlius,New York,13104,1992.0
2024-08-28,3.0,3.0,340000.0,Ellis Sotheby's Intl Realty,36 Robertson Drive, Middletown,New York,10940,1488.0
2024-08-28,3.0,3.0,365000.0,eXp Realty,70 Fullerton Avenue, Newburgh,New York,12550,1496.0
2024-08-28,2.0,2.0,347500.0,Brick and Mortar RE LLC,86 Beacon Street, Newburgh,New York,12550,1443.0
2024-08-28,3.0,3.0,700000.0,Blooming Realty,81 Duelk Avenue, Monroe,New York,10950,1946.0
2024-08-28,3.0,3.0,479000.0,eXp Realty,7 Maple Lane, Monroe,New York,10950,2104.0
2024-08-28,3.0,3.0,525000.0,Cronin & Company Real Estate,5568 Searsville Road, Pine Bush,New York,12566,1970.0
2024-08-28,4.0,4.0,499900.0,Rita Levine Real Estate,7 Goodsell Place, Highland Falls,New York,10928,2387.0
2024-08-28,4.0,4.0,422000.0,HomeSmart Homes & Estates,29 Silver Spring Road, New Windsor,New York,12553,1850.0
2024-08-28,3.0,3.0,350000.0,Howard Hanna Rand Realty,9 Harcourt Mews, Middletown,New York,10940,1650.0
2024-08-28,3.0,3.0,352000.0,Cronin & Company Real Estate,178 Country Club Drive, Florida,New York,10921,1973.0
2024-08-28,3.0,3.0,780000.0,ARC Realty 1 in Sales,46 Buttermilk Falls Road, Warwick,New York,10990,2954.0
2024-08-28,3.0,3.0,419000.0,Keller Williams Realty,21 Butternut Court, Highland Mills,New York,10930,1807.0
2024-08-28,4.0,4.0,340326.0,Keller Williams Realty Gateway,3975 State Route 64, Canandaigua,New York,14424,2180.0
2024-08-28,3.0,3.0,432500.0,Howard Hanna,115 Bowerman Rd, Farmington,New York,14425,1947.0
2024-08-28,3.0,3.0,252220.0,Howard Hanna,5817 Walnut Dr, Farmington,New York,14425,1436.0
2024-08-28,4.0,4.0,501000.0,McAlees Realty,890 Sagamore Way, Victor,New York,14564,1906.0
2024-08-28,1.0,1.0,280000.0,Keller Williams Realty Partner,132 Longfellow Drive, Carmel,New York,10512,680.0
2024-08-28,3.0,3.0,1400000.0,Houlihan Lawrence Inc.,118 Philipse Brook Road, Garrison,New York,10524,2110.0
2024-08-28,5.0,5.0,1340000.0,Unknown,3142 43rd St, Astoria,New York,11103,3464.0
2024-08-28,2.0,2.0,480000.0,Unknown,6014 56th Ave, Flushing,New York,11378,1440.0
2024-08-28,0.0,0.0,850000.0,Unknown,5738 65th St, Flushing,New York,11378,2472.0
2024-08-28,0.0,0.0,925889.0,Unknown,6140 69th Pl, Flushing,New York,11379,1782.0
2024-08-28,3.0,3.0,830000.0,Tscherne Realty Inc,61-05 77th Street, Flushing,New York,11379,1728.0
2024-08-28,3.0,3.0,1090000.0,Unknown,9714 69th Ave, Forest Hills,New York,11375,1480.0
2024-08-28,5.0,5.0,1990000.0,Unknown,712 Burns St, Forest Hills Gardens,New York,11375,3200.0
2024-08-28,5.0,5.0,1100777.0,E Realty International Corp,60-77 Putnam Avenue, Flushing,New York,11385,2600.0
2024-08-28,4.0,4.0,900000.0,Keller Williams Legendary,72-27 Indiana Avenue, Glendale,New York,11385,1735.0
2024-08-28,3.0,3.0,760000.0,Unknown,338 Julius Rd #10D, Flushing,New York,11356,1678.0
2024-08-28,6.0,6.0,1475000.0,Landmark International R E LLC,149-42 17th Road, Flushing,New York,11357,3147.897435897436
2024-08-28,3.0,3.0,812500.0,Maureen Folan R E Group LLC,151-80 18 Avenue, Flushing,New York,11357,1631.3344155844156
2024-08-28,3.0,3.0,1090000.0,Unknown,15427 24th Ave, Flushing,New York,11357,2025.0
2024-08-28,6.0,6.0,1700000.0,Unknown,15418 35th Ave, Flushing,New York,11354,1973.0
2024-08-28,3.0,3.0,883000.0,Keller Williams Rlty Landmark,53-37 194th Street, Flushing,New York,11365,1633.0
2024-08-28,6.0,6.0,1300000.0,Compass Greater NY LLC,222-44 41st Road, Flushing,New York,11361,2112.0
2024-08-28,3.0,3.0,960000.0,Unknown,8118 167th St, Jamaica,New York,11432,2400.0
2024-08-28,3.0,3.0,10.0,Unknown,4565 Oceania St, Flushing,New York,11361,2450.0
2024-08-28,3.0,3.0,1320000.0,Daniel Gale Sothebys Intl Rlty,46-28 245th Street, Flushing,New York,11362,1631.3344155844156
2024-08-28,3.0,3.0,680000.0,RE/MAX City Square,80-15 85th Road, Jamaica,New York,11421,1249.0
2024-08-28,3.0,3.0,825000.0,Signature Premier Properties,107-21 79th Street, Jamaica,New York,11417,1631.3344155844156
2024-08-28,3.0,3.0,425000.0,Utopia Real Estate,109-27 175th Street, Jamaica,New York,11433,1631.3344155844156
2024-08-28,6.0,6.0,330000.0,Unknown,9021 189th St, Jamaica,New York,11423,1851.0
2024-08-28,3.0,3.0,780000.0,Signature Realty Consultants,89-52 205th Street, Jamaica,New York,11423,1440.0
2024-08-28,3.0,3.0,665000.0,Fave Realty Inc,90-14 209th Street, Jamaica,New York,11428,1631.3344155844156
2024-08-28,0.0,0.0,865000.0,Unknown,10972 201st St, Jamaica,New York,11412,1916.0
2024-08-28,0.0,0.0,834100.0,Unknown,21020 115th Ave, Cambria Heights,New York,11411,1860.0
2024-08-28,5.0,5.0,588000.0,Mitra Hakimi Realty Group LLC,213-19 102nd Avenue, Jamaica,New York,11429,1281.0
2024-08-28,5.0,5.0,975000.0,Unknown,13324 84th St, Jamaica,New York,11417,1495.0
2024-08-28,4.0,4.0,780000.0,Serhant LLC,130-19 124th Street, Jamaica,New York,11420,1200.0
2024-08-28,3.0,3.0,820000.0,Unknown,13513 118th St, Jamaica,New York,11420,1181.0
2024-08-28,3.0,3.0,450000.0,Winzone Realty Inc,16972 144 Rd, Jamaica,New York,11434,1631.3344155844156
2024-08-28,4.0,4.0,700000.0,Keller Williams Rlty Landmark,218-36 132nd Avenue, Jamaica,New York,11413,1645.0
2024-08-28,0.0,0.0,680000.0,Unknown,17714 137th Ave, Jamaica,New York,11434,1776.0
2024-08-28,0.0,0.0,665000.0,Unknown,14449 Springfield Blvd, Springfield Gardens,New York,11413,2000.0
2024-08-28,0.0,0.0,1065000.0,Unknown,24012 144th Ave, Jamaica,New York,11422,1624.0
2024-08-28,0.0,0.0,10.0,Unknown,13717 249th St, Jamaica,New York,11422,1568.0
2024-08-28,0.0,0.0,990000.0,Unknown,1394 Gipson St, Far Rockaway,New York,11691,3852.0
2024-08-28,3.0,3.0,560037.0,Unknown,6520 Almeda Ave, Far Rockaway,New York,11692,1530.0
2024-08-28,2.0,2.0,775000.0,Unknown,355 Dormans Ct #C, Far Rockaway,New York,11693,1344.0
2024-08-28,4.0,4.0,260000.0,"Heer Realty, Inc., Closed",1048 Madison Avenue, Troy,New York,12180,1750.0
2024-08-28,3.0,3.0,160500.0,"Heer Realty, Inc., Closed",24 Otsego Avenue, Troy,New York,12180,1200.0
2024-08-28,6.0,6.0,1285000.0,"Michael Flynn Real Estate, Closed",1 Langstaff Lane, Troy,New York,12180,5000.0
2024-08-30,2.0,2.0,687500.0,"eXp Realty, ARMLS",510 Sunset Ln, Sedona,Arizona,86336,984.0
2024-08-30,3.0,3.0,355000.0,"Keller Williams Southern AZ, ARMLS",906 Essex Dr, Sierra Vista,Arizona,85635,1859.0
2024-08-30,2.0,2.0,160000.0,"Long Realty Company, ARMLS",58 Peterson St, Sierra Vista,Arizona,85635,852.0
2024-08-30,2.0,2.0,90009.0,"eXp Realty, ARMLS",3811 S  Inca Dove Pl, Sierra Vista,Arizona,85650,1247.0
2024-08-30,2.0,2.0,180000.0,Keller Williams Southern Arizona,1212 E  Toughnut St, Tombstone,Arizona,85638,1231.0
2024-08-30,0.0,0.0,75400.0,Tombstone Real Estate,11525 N  Hawke Eye Rd, Elfrida,Arizona,85610,290.0
2024-08-30,3.0,3.0,337500.0,Tierra Antigua Realty,414 N  Geneva Estates Rd, Pearce,Arizona,85625,2829.0
2024-08-30,2.0,2.0,225000.0,"Caballero Realty, ARMLS",5881 E  Hill Ln, Globe,Arizona,85501,1149.0
2024-08-30,2.0,2.0,100000.0,"eXp Realty, ARMLS",322 W  Maple St, Globe,Arizona,85501,1160.0
2024-08-30,4.0,4.0,325000.0,"Keller Williams Realty Elite, ARMLS",1238 S  111th Ave, Avondale,Arizona,85323,1156.0
2024-08-30,4.0,4.0,360000.0,"Barrett Real Estate, ARMLS",7552 W  Turney Ave, Phoenix,Arizona,85033,2211.0
2024-08-30,1.0,1.0,238500.0,"Real Broker, ARMLS",6125 E  Indian School Rd #183, Scottsdale,Arizona,85251,519.0
2024-08-30,3.0,3.0,660000.0,"Realty ONE Group, ARMLS",6844 E  Osborn Rd, Scottsdale,Arizona,85251,1372.0
2024-08-30,2.0,2.0,315000.0,"OfferPad Brokerage, LLC, ARMLS",1819 S  Torre Molinos Cir, Tempe,Arizona,85281,1008.0
2024-08-30,4.0,4.0,665000.0,"Pivotal Real Estate Solutions, LLC, ARMLS",1841 E  Pebble Beach Dr, Tempe,Arizona,85282,2429.0
2024-08-30,4.0,4.0,705000.0,"Brokers Hub Realty, LLC, ARMLS",1970 E  Gary St, Mesa,Arizona,85203,2934.0
2024-08-30,3.0,3.0,400000.0,"Realty ONE Group, ARMLS",1536 N  Freeman, Mesa,Arizona,85201,1449.0
2024-08-30,3.0,3.0,395000.0,"eXp Realty, ARMLS",1324 E  Flower Ave, Mesa,Arizona,85204,1348.0
2024-08-30,3.0,3.0,228500.0,"Real Broker, ARMLS",3953 E  Arbor Ave, Mesa,Arizona,85206,1571.0
2024-08-30,2.0,2.0,570000.0,"Weichert, Realtors - Courtney Valleywide, ARMLS",6306 E  Camelot Dr, Mesa,Arizona,85215,2288.0
2024-08-30,2.0,2.0,282000.0,"Keller Williams Arizona Realty, ARMLS",7434 N  43rd Ave, Glendale,Arizona,85301,908.0
2024-08-30,4.0,4.0,400000.0,"West USA Realty, ARMLS",4438 W  Shaw Butte Dr, Glendale,Arizona,85304,2106.0
2024-08-30,3.0,3.0,365000.0,"Real Broker, ARMLS",8501 N  55th Ave, Glendale,Arizona,85302,1318.0
2024-08-30,1.0,1.0,285000.0,"eXp Realty, ARMLS",1025 E  Highland Ave #25, Phoenix,Arizona,85014,791.0
2024-08-30,3.0,3.0,660000.0,"AIG Realty LLC, ARMLS",4702 N  24th Pl, Phoenix,Arizona,85016,1554.0
2024-08-30,3.0,3.0,825000.0,"R.O.I. Properties, ARMLS",5222 E  Cactus Rd, Scottsdale,Arizona,85254,1832.0
2024-08-30,4.0,4.0,1300000.0,"Citywide Private Client, ARMLS",5224 E  Shaw Butte Dr, Scottsdale,Arizona,85254,2973.0
2024-08-30,5.0,5.0,2800000.0,"The Brokery, ARMLS",4548 E  Calle Ventura, Phoenix,Arizona,85018,3199.0
2024-08-30,2.0,2.0,500000.0,"Twins & Co. Realty, LLC, ARMLS",7721 E  Pasadena Ave, Scottsdale,Arizona,85250,1578.0
2024-08-30,3.0,3.0,375000.0,"NORTH&CO., ARMLS",4248 N  81st St, Scottsdale,Arizona,85251,991.0
2024-08-30,3.0,3.0,735000.0,"The Brokery, ARMLS",6513 N  85th St, Scottsdale,Arizona,85250,1884.0
2024-08-30,3.0,3.0,430000.0,"HomeSmart, ARMLS",20365 N  109th Dr, Sun City,Arizona,85373,1776.0
2024-08-30,1.0,1.0,167000.0,"Coldwell Banker Realty, ARMLS",10604 W  Oakmont Dr, Sun City,Arizona,85351,729.0
2024-08-30,1.0,1.0,194000.0,"DPR Realty LLC, ARMLS",10852 W  Santa Fe Dr, Sun City,Arizona,85351,879.0
2024-08-30,1.0,1.0,199000.0,"Home Realty, ARMLS",10902 W  Coggins Dr, Sun City,Arizona,85351,929.0
2024-08-30,2.0,2.0,262000.0,"Opendoor Brokerage, LLC, ARMLS",12017 N  Hillcrest Dr, Sun City,Arizona,85351,1151.0
2024-08-30,3.0,3.0,243000.0,"Hague Partners, ARMLS",14002 N  49th Ave #1061, Glendale,Arizona,85306,1142.0
2024-08-30,2.0,2.0,265000.0,"Keller Williams Realty Sonoran Living, ARMLS",2315 W  Union Hills Dr #114, Phoenix,Arizona,85027,1544.0
2024-08-30,3.0,3.0,473000.0,"Keller Williams Realty Professional Partners, ARMLS",230 W  Angela Dr, Phoenix,Arizona,85023,1950.0
2024-08-30,5.0,5.0,720000.0,"eXp Realty, ARMLS",17641 N  6th Pl, Phoenix,Arizona,85022,2578.0
2024-08-30,3.0,3.0,615000.0,"eXp Realty, ARMLS",15209 N  5th Ave, Phoenix,Arizona,85023,2394.0
2024-08-30,5.0,5.0,935000.0,"Keller Williams Arizona Realty, ARMLS",6030 E  Coyote Wash Dr, Scottsdale,Arizona,85266,3428.0
2024-08-30,5.0,5.0,2350000.0,"Realty Executives, ARMLS",7832 E  Parkview Ln, Scottsdale,Arizona,85255,4278.0
2024-08-30,4.0,4.0,750000.0,"My Home Group Real Estate, ARMLS",4123 E  Spur Dr, Cave Creek,Arizona,85331,2433.0
2024-08-30,3.0,3.0,475000.0,"Howe Realty, ARMLS",1937 E  Wescott Dr, Phoenix,Arizona,85024,1861.0
2024-08-30,4.0,4.0,1535000.0,"AZ Flat Fee, ARMLS",5827 E  Angela Dr, Scottsdale,Arizona,85254,3853.0
2024-08-30,3.0,3.0,1520000.0,"West USA Realty, ARMLS",7485 E  Tumbleweed Dr, Scottsdale,Arizona,85266,3083.0
2024-08-30,2.0,2.0,715000.0,"Redfin Corporation, ARMLS",28203 N  108th Way, Scottsdale,Arizona,85262,1796.0
2024-08-30,3.0,3.0,543000.0,"R.O.I. Properties, ARMLS",8880 E  Paraiso Dr #208, Scottsdale,Arizona,85255,1448.0
2024-08-30,3.0,3.0,400000.0,"eXp Realty, ARMLS",7145 E  Juanita Ave, Mesa,Arizona,85209,1367.0
2024-08-30,4.0,4.0,2250000.0,"Launch Powered By Compass, ARMLS",11055 E  Graythorn Dr, Scottsdale,Arizona,85262,3900.0
2024-08-30,2.0,2.0,180000.0,"Realty ONE Group, ARMLS",9862 W  Comstock Ct, Sun City,Arizona,85373,1774.0
2024-08-30,3.0,3.0,442000.0,"W and Partners, LLC, ARMLS",12309 W  Mango Ct, Sun City West,Arizona,85375,1992.0
2024-08-30,2.0,2.0,395000.0,"Home Realty, ARMLS",12627 W  Limewood Dr, Sun City West,Arizona,85375,2166.0
2024-08-30,2.0,2.0,379900.0,"Homie, ARMLS",20009 N  129th Ln, Sun City West,Arizona,85375,1654.0
2024-08-30,2.0,2.0,350000.0,"HomeSmart, ARMLS",15419 W  Heritage Dr, Sun City West,Arizona,85375,1773.0
2024-08-30,3.0,3.0,415000.0,"Realty Executives, ARMLS",15230 W  Melissa Ln, Surprise,Arizona,85374,1667.0
2024-08-30,3.0,3.0,467500.0,"NORTH&CO., ARMLS",17440 N  Melissa Ln, Surprise,Arizona,85374,1670.0
2024-08-30,4.0,4.0,785000.0,"Realty Executives, ARMLS",4831 W  Olney Ave, Laveen,Arizona,85339,2952.0
2024-08-30,3.0,3.0,433875.0,"CORE Choice Realty, ARMLS",59 N  Birch St, Gilbert,Arizona,85233,1234.0
2024-08-30,4.0,4.0,520000.0,"eXp Realty, ARMLS",2674 W  Oakgrove Ln, Chandler,Arizona,85224,2006.0
2024-08-30,3.0,3.0,432000.0,"Century 21 Arizona Foothills, ARMLS",6479 S  Kimberlee Way, Chandler,Arizona,85249,1387.0
2024-08-30,2.0,2.0,182500.0,"Real Broker, ARMLS",8821 E  Illinois Ave, Sun Lakes,Arizona,85248,1392.0
2024-08-30,3.0,3.0,450000.0,"My Home Group Real Estate, ARMLS",321 E  Melody Dr, Gilbert,Arizona,85234,1440.0
2024-08-30,3.0,3.0,465000.0,"Russ Lyon Sotheby's International Realty, ARMLS",1774 E  Del Rio St, Gilbert,Arizona,85295,1124.0
2024-08-30,2.0,2.0,295000.0,"The Agency, ARMLS",170 E  Guadalupe Rd #79, Gilbert,Arizona,85234,816.0
2024-08-30,3.0,3.0,550000.0,"Keller Williams Realty Sonoran Living, ARMLS",3618 E  Goldfinch Gate Ln, Phoenix,Arizona,85044,2118.0
2024-08-30,3.0,3.0,460000.0,"Real Broker, ARMLS",2535 W  Orchid Ln, Chandler,Arizona,85224,1325.0
2024-08-30,3.0,3.0,340000.0,"Howe Realty, ARMLS",2100 W  Lemon Tree Pl #44, Chandler,Arizona,85224,1123.0
2024-08-30,4.0,4.0,640000.0,"Real Broker, ARMLS",652 W  Nido Ave, Mesa,Arizona,85210,2137.0
2024-08-30,5.0,5.0,684000.0,"Realty Executives, ARMLS",506 W  Meseto Ave, Mesa,Arizona,85210,3518.0
2024-08-30,4.0,4.0,899995.0,"Venture REI, LLC, ARMLS",1416 W  Laurel Ave, Gilbert,Arizona,85233,3118.0
2024-08-30,2.0,2.0,150000.0,Coldwell Banker Realty,571 Burkemo Ln #10, Lake Havasu City,Arizona,86406,787.0
2024-08-30,3.0,3.0,360000.0,Keller Williams Arizona Living Realty,655 Mohican Dr, Lake Havasu City,Arizona,86406,1495.0
2024-08-30,3.0,3.0,380000.0,Selman And Associates,3210 Star Dr, Lake Havasu City,Arizona,86406,1520.0
2024-08-30,3.0,3.0,275000.0,Havasu Realty,2515 Honeybear Dr, Lake Havasu City,Arizona,86404,1147.0
2024-08-30,2.0,2.0,395000.0,Lake Havasu Homes,2950 Green Acres Dr, Lake Havasu City,Arizona,86404,1357.0
2024-08-30,3.0,3.0,386000.0,eXp Realty,3296 Fan Palm Dr, Lake Havasu City,Arizona,86404,1115.0
2024-08-30,5.0,5.0,1299000.0,Coldwell Banker Realty,5621 E  Blue Jay Rd, Kingman,Arizona,86401,4500.0
2024-08-30,2.0,2.0,310000.0,Realty ONE Group Mountain Desert,4580 S  Waba Yuma Dr, Kingman,Arizona,86401,983.0
2024-08-30,2.0,2.0,150000.0,"Sondgeroth Real Estate Group, LLC",1176 Church St, Bullhead City,Arizona,86442,1215.0
2024-08-30,2.0,2.0,172000.0,Century 21 Colorado River Realty,538 Terrace Dr, Bullhead City,Arizona,86442,1428.0
2024-08-30,3.0,3.0,150000.0,"Sondgeroth Real Estate Group, LLC",3005 N  Mark Dr, Kingman,Arizona,86401,1988.0
2024-08-30,3.0,3.0,180000.0,Keller Williams Arizona Living Realty,1090 E  Mary Lynn Ln, Kingman,Arizona,86409,1560.0
2024-08-30,3.0,3.0,115000.0,Tierra Antigua Realty,2402 W  Kessler Pl, Tucson,Arizona,85705,1587.0
2024-08-30,2.0,2.0,250000.0,"Krasnick Realty & Property Mgmt, LLC",6298 N  Willowbrook Dr, Tucson,Arizona,85704,1034.0
2024-08-30,3.0,3.0,205000.0,Engel & Volkers Tucson,4124 N  Iroquois Ave, Tucson,Arizona,85705,1258.0
2024-08-30,4.0,4.0,645000.0,"EMS Realty, Inc.",1621 E  Entrada Once, Tucson,Arizona,85718,2565.0
2024-08-30,3.0,3.0,280000.0,Vista Point Properties,4839 N  Via Entrada, Tucson,Arizona,85718,1634.0
2024-08-30,4.0,4.0,635000.0,Long Realty Company,6440 N  Columbus Blvd, Tucson,Arizona,85718,1976.0
2024-08-30,4.0,4.0,825000.0,Long Realty Company,6477 E  Paseo Otono, Tucson,Arizona,85750,3541.0
2024-08-30,3.0,3.0,410000.0,Keller Williams Southern Arizona,2625 E  La Cienega Dr, Tucson,Arizona,85716,1870.0
2024-08-30,4.0,4.0,725000.0,Keller Williams Southern Arizona,5376 N  Buckhorn Dr, Tucson,Arizona,85750,3083.0
2024-08-30,3.0,3.0,675000.0,Engel & Volkers Tucson,8353 E  Sandstone Dr, Tucson,Arizona,85750,2152.0
2024-08-30,2.0,2.0,545000.0,Long Realty Company,5310 N  Strada De Rubino, Tucson,Arizona,85750,1556.0
2024-08-30,5.0,5.0,830000.0,Long Realty Company,3741 N  Harrison Rd, Tucson,Arizona,85749,3600.0
2024-08-30,3.0,3.0,340000.0,RE/MAX Excalibur Realty,1450 S  Coati Dr, Tucson,Arizona,85713,1324.0
2024-08-30,2.0,2.0,360000.0,Tierra Antigua Realty,4802 E  Helen St, Tucson,Arizona,85712,1530.0
2024-08-30,2.0,2.0,170000.0,Tierra Antigua Realty,910 N  Alvernon Way, Tucson,Arizona,85711,1064.0
2024-08-30,2.0,2.0,207800.0,Keller Williams Southern Arizona,3701 E  33rd St, Tucson,Arizona,85713,882.0
2024-08-30,4.0,4.0,310000.0,Keller Williams Arizona Realty,6011 E  24th St, Tucson,Arizona,85711,1675.0
2024-08-30,4.0,4.0,315000.0,Realty Executives Arizona Territory,10132 E  Cardiff Pl, Tucson,Arizona,85748,1556.0
2024-08-30,3.0,3.0,365000.0,Barrett Real Estate,88 S  Bonanza Ave, Tucson,Arizona,85748,1747.0
2024-08-30,4.0,4.0,350000.0,Keller Williams Southern Arizona,8325 E  Stella Rd, Tucson,Arizona,85730,1796.0
2024-08-30,3.0,3.0,275000.0,Realty Executives Arizona Territory,308 E  Vaquero Pl, Tucson,Arizona,85706,1380.0
2024-08-30,3.0,3.0,274000.0,Tierra Antigua Realty,1709 W  Rue Du Fleuve, Tucson,Arizona,85746,1304.0
2024-08-30,3.0,3.0,305000.0,OMNI Homes International,1930 E  Wyoming St, Tucson,Arizona,85706,1358.0
2024-08-30,2.0,2.0,235000.0,Hot Casa Real Estate,1111 E  Wieding Rd, Tucson,Arizona,85706,1200.0
2024-08-30,3.0,3.0,190000.0,Realty One Group Integrity,1326 E  Ginter Rd, Tucson,Arizona,85706,1968.0
2024-08-30,3.0,3.0,650000.0,Long Realty Company,2940 N  Conestoga Ave, Tucson,Arizona,85749,2253.0
2024-08-30,3.0,3.0,255000.0,OMNI Homes International,16862 W  Spur Bell Ln, Marana,Arizona,85653,1344.0
2024-08-30,4.0,4.0,290000.0,Madera Realty and Mortgage,3540 S  Gold Flower Ave, Tucson,Arizona,85735,1792.0
2024-08-30,3.0,3.0,525000.0,OMNI Homes International,11279 W  Anthony Dr, Tucson,Arizona,85743,2100.0
2024-08-30,4.0,4.0,360000.0,OMNI Homes International,8929 N  Ferber Ct, Tucson,Arizona,85742,1970.0
2024-08-30,3.0,3.0,345000.0,Tierra Antigua Realty,4103 W  Melinda Ln, Tucson,Arizona,85742,1800.0
2024-08-30,4.0,4.0,460000.0,Tierra Antigua Realty,9563 N  Crestone Dr, Tucson,Arizona,85742,1957.0
2024-08-30,3.0,3.0,433250.0,Realty One Group Integrity,8891 N  Veridian Dr, Tucson,Arizona,85743,1854.0
2024-08-30,3.0,3.0,525000.0,Long Realty Company,37376 S  Desert Star Dr, Saddlebrooke,Arizona,85739,2302.0
2024-08-30,3.0,3.0,265000.0,HomeSmart,1950 E  Mount Lemmon Hwy, Oracle,Arizona,85623,1517.0
2024-08-30,3.0,3.0,212000.0,"Real Broker, ARMLS",10629 N  Little Oak Dr, Casa Grande,Arizona,85122,1297.0
2024-08-30,2.0,2.0,335000.0,Realty Executives AZ Territory,5655 W  Dearing Rd, Prescott,Arizona,86305,1268.0
2024-08-30,4.0,4.0,450000.0,Better Homes And Gardens Real Estate Bloomtree Realty,8472 E  Leigh Dr, Prescott Valley,Arizona,86314,1774.0
2024-08-30,2.0,2.0,275250.0,Keller Williams Arizona Realty,1608 White Oak Cir, Prescott,Arizona,86305,1141.0
2024-08-30,4.0,4.0,575000.0,eXp Realty,2095 Howard Pl, Prescott,Arizona,86301,1957.0
2024-08-30,4.0,4.0,720000.0,Realty ONE Group Mt Desert,4750 W  Dome Rd, Prescott,Arizona,86305,2397.0
2024-08-30,3.0,3.0,334000.0,Mingus Mountain Real Estate,2960 E  Carol Way, Camp Verde,Arizona,86322,1749.0
2024-08-30,3.0,3.0,950000.0,Coldwell Banker Realty,1110 Jacks Canyon Rd, Sedona,Arizona,86351,2263.0
2024-08-30,4.0,4.0,280000.0,eXp Realty,690 N  Ocotillo Cir, Cornville,Arizona,86325,1479.0
2024-08-30,4.0,4.0,337000.0,ERA Matt Fischer Realtor Fthls,2181 E  27th Way, Yuma,Arizona,85365,2174.0
2024-08-30,2.0,2.0,95000.0,Keller Williams Realty Yuma,11760 S  Hunter Ave, Yuma,Arizona,85367,896.0
2024-08-30,4.0,4.0,390000.0,Keller Williams Realty Yuma,11890 E  Via Loma Vis, Yuma,Arizona,85367,2363.0
2024-08-30,1.0,1.0,245000.0,"Canam Realty Group, ARMLS",4850 E  Desert Cove Ave #144, Scottsdale,Arizona,85254,680.0
2024-08-30,5.0,5.0,965000.0,"Homie, ARMLS",23444 N  97th Ave, Peoria,Arizona,85383,3639.0
2024-08-30,4.0,4.0,440000.0,"Redfin Corporation, ARMLS",16036 N  11th Ave #1067, Phoenix,Arizona,85023,2270.0
2024-08-30,3.0,3.0,831818.0,"R & I Realty, ARMLS",25609 S  182nd Pl, Queen Creek,Arizona,85142,2352.0
2024-08-30,3.0,3.0,370000.0,Coldwell Banker Realty,4027 W  Still Canyon Pass, Tucson,Arizona,85745,1664.0
2024-08-30,4.0,4.0,360000.0,"Keller Williams Southern AZ, ARMLS",2104 Taos Dr, Sierra Vista,Arizona,85635,1905.0
