date,bed,bath,price,broker,street,city,state_name,zip_code,house_sqft
2024-08-29,3.0,3.0,310000.0,"Serene Realty, Inc., Closed",4349 S  Greenwood Ave #3S, Chicago,Illinois,60653,1760.216577540107
2024-08-29,4.0,4.0,360000.0,"Local Realty Group, Inc., Closed",1800 Pigeon Creek Rd, Varna,Illinois,61375,1350.0
2024-08-29,4.0,4.0,1250000.0,"Sky High Real Estate Inc., Closed",1139 N  Winchester Ave, Chicago,Illinois,60622,2427.6806282722514
2024-08-29,6.0,6.0,279000.0,"Bricks Realty LLC, Closed",2034 W  52nd Pl, Chicago,Illinois,60609,4439.666666666667
2024-08-28,4.0,4.0,425000.0,"KELLER WILLIAMS-TREC, Closed",56 Chestnut Ct, Champaign,Illinois,61822,2530.0
2024-08-28,3.0,3.0,269900.0,"eXp Realty,LLC-Cha, Closed",604 W  Dunbar St, Mahomet,Illinois,61853,1356.0
2024-08-28,2.0,2.0,95000.0,"KELLER WILLIAMS-TREC, Closed",202 Alley St, Sidney,Illinois,61877,1244.0
2024-08-28,3.0,3.0,251000.0,"eXp Realty,LLC-Maho, Closed",606 Compton Ave, Champaign,Illinois,61822,1526.0
2024-08-28,3.0,3.0,142500.0,"KELLER WILLIAMS-TREC, Closed",1713 S  Mattis Ave, Champaign,Illinois,61821,925.0
2024-08-28,2.0,2.0,105000.0,"eXp Realty,LLC-Cha, Closed",112 S  Poplar St, Urbana,Illinois,61802,670.0
2024-08-28,4.0,4.0,427000.0,"@properties Christie's International Real Estate, Closed",158 E  Heatherlea Dr, Palatine,Illinois,60067,1389.0
2024-08-28,5.0,5.0,580000.0,"@properties Christie's International Real Estate, Closed",1054 E  Carpenter Dr, Palatine,Illinois,60074,2600.0
2024-08-28,2.0,2.0,364900.0,"Coldwell Banker Realty, Closed",4820 Prestwick Pl, Hoffman Estates,Illinois,60010,1798.0
2024-08-28,1.0,1.0,143500.0,"Cambridge Realty & Brokerage LLC, Closed",4 Oak Creek Dr #2502, Buffalo Grove,Illinois,60089,858.7142857142857
2024-08-28,5.0,5.0,623000.0,"Baird & Warner, Closed",704 E  Maude Ave, Arlington Heights,Illinois,60004,2516.0
2024-08-28,3.0,3.0,210000.0,"Redfin Corporation, Closed",823 McIntosh Ct #202, Prospect Heights,Illinois,60070,1200.0
2024-08-28,2.0,2.0,180000.0,"Coldwell Banker Realty, Closed",806 N  River Rd #3A, Mount Prospect,Illinois,60056,1062.0
2024-08-28,3.0,3.0,405000.0,"@properties Christie's International Real Estate, Closed",18 N  Waverly Pl, Mount Prospect,Illinois,60056,1340.0
2024-08-28,6.0,6.0,8500000.0,"@properties Christie's International Real Estate, Closed",660 Prospect Ave, Winnetka,Illinois,60093,7798.0
2024-08-28,3.0,3.0,925000.0,"@properties Christie's International Real Estate, Closed",1515 Washington Ave, Wilmette,Illinois,60091,1760.216577540107
2024-08-28,4.0,4.0,675000.0,"@properties Christie's International Real Estate, Closed",2621 Poplar View Bnd, Elgin,Illinois,60120,3602.0
2024-08-28,2.0,2.0,325000.0,"Platinum Partners Realtors, Closed",97 Marble Hill Ct #B2, Schaumburg,Illinois,60193,1500.0
2024-08-28,5.0,5.0,566000.0,"Real People Realty, Closed",111 W  Cedar St, Arlington Heights,Illinois,60005,2347.0
2024-08-28,3.0,3.0,352000.0,"Haus & Boden, Ltd., Closed",44 Ridgewood Rd, Elk Grove Village,Illinois,60007,1451.0
2024-08-28,4.0,4.0,410000.0,"Berkshire Hathaway HomeServices Starck Real Estate, Closed",1241 Hemlock Dr, Elk Grove Village,Illinois,60007,1433.0
2024-08-28,3.0,3.0,350000.0,"Sky High Real Estate Inc., Closed",342 Greenwood Rd, Glenview,Illinois,60025,1760.216577540107
2024-08-28,3.0,3.0,495000.0,"Baird & Warner, Closed",8420 N  Oleander Ave, Niles,Illinois,60714,2200.0
2024-08-28,1.0,1.0,135000.0,"American International Realty, Closed",4820 Conrad St #302, Skokie,Illinois,60077,800.0
2024-08-28,5.0,5.0,460000.0,"Sky High Real Estate Inc., Closed",2633 W  Howard St, Chicago,Illinois,60645,2280.0
2024-08-28,2.0,2.0,220000.0,"Eldorrado Chicago Real Estate, Closed",7141 N  Kedzie Ave #1401, Chicago,Illinois,60645,1700.0
2024-08-28,3.0,3.0,550000.0,"@properties Christie's International Real Estate, Closed",1923 W  Chase Ave, Chicago,Illinois,60626,2462.0
2024-08-28,3.0,3.0,720000.0,"Keller Williams Realty Ptnr,LL, Closed",1325 Linden Ave, Park Ridge,Illinois,60068,1936.0
2024-08-28,3.0,3.0,425000.0,"Coldwell Banker Realty, Closed",7222 W  Bryn Mawr Ave, Chicago,Illinois,60631,1089.0
2024-08-28,2.0,2.0,355000.0,"@properties Christie's International Real Estate, Closed",5648 N  Olcott Ave, Chicago,Illinois,60631,900.0
2024-08-28,6.0,6.0,475000.0,"arhome realty, Closed",3912 N  Odell Ave, Chicago,Illinois,60634,1766.0
2024-08-28,5.0,5.0,490000.0,"RE/MAX PREMIER, Closed",3409 N  Overhill Ave, Chicago,Illinois,60634,1200.0
2024-08-28,4.0,4.0,270000.0,"Golden City Realty, Inc., Closed",173 Westward Ho Dr, Northlake,Illinois,60164,944.0
2024-08-28,3.0,3.0,619000.0,"Urbis Realty Group LLC, Closed",2719 W  Catalpa Ave, Chicago,Illinois,60625,2200.0
2024-08-28,1.0,1.0,110100.0,"Kassis Realty Group, Closed",6301 N  Sheridan Rd #16A, Chicago,Illinois,60660,858.7142857142857
2024-08-28,4.0,4.0,925000.0,"Dream Town Real Estate, Closed",6024 N  Paulina St, Chicago,Illinois,60660,2427.6806282722514
2024-08-28,1.0,1.0,260000.0,"Keller Williams Infinity, Closed",5013 N  Wolcott Ave #1E, Chicago,Illinois,60640,1100.0
2024-08-28,3.0,3.0,855000.0,"@properties Christie's International Real Estate, Closed",2021 W  Eastwood Ave, Chicago,Illinois,60625,1760.216577540107
2024-08-28,2.0,2.0,406500.0,"Compass, Closed",3749 N  Pine Grove Ave #3, Chicago,Illinois,60613,1200.0
2024-08-28,1.0,1.0,175000.0,"@properties Christie's International Real Estate, Closed",3600 N  Lake Shore Dr #202, Chicago,Illinois,60613,900.0
2024-08-28,2.0,2.0,366000.0,"Keller Williams ONEChicago, Closed",3200 N  Lake Shore Dr #1611, Chicago,Illinois,60657,1265.0
2024-08-28,5.0,5.0,2030000.0,"Jameson Sotheby's Intl Realty, Closed",2636 N  Marshfield Ave, Chicago,Illinois,60614,3845.0
2024-08-28,2.0,2.0,95000.0,"G Real Estate Co., Closed",35 S  16th Ave, Maywood,Illinois,60153,1200.0
2024-08-28,3.0,3.0,422500.0,"@properties   Christie's International Real Estate, Closed",8201 Lake St, River Forest,Illinois,60305,1923.0
2024-08-28,3.0,3.0,440000.0,"Coldwell Banker Real Estate Group, Closed",3825 Lawn Ave, Western Springs,Illinois,60558,1760.216577540107
2024-08-28,3.0,3.0,400000.0,"@properties Christie's International Real Estate, Closed",3836 Morton Ave, Brookfield,Illinois,60513,1400.0
2024-08-28,4.0,4.0,270000.0,"Worth Clark Realty, Closed",3416 W  Arthington St, Chicago,Illinois,60624,1500.0
2024-08-28,3.0,3.0,285000.0,"Keller Williams Preferred Realty, Closed",1300 S  60th Ct, Cicero,Illinois,60804,1800.0
2024-08-28,4.0,4.0,440000.0,"Century 21 Circle, Closed",2233 Clinton Ave, Berwyn,Illinois,60402,3192.0
2024-08-28,3.0,3.0,511250.0,"Jameson Sotheby's Intl Realty, Closed",1 E  Schiller St #15D, Chicago,Illinois,60610,2200.0
2024-08-28,1.0,1.0,208000.0,"Berkshire Hathaway HomeServices Chicago, Closed",100 E  Walton St #16E, Chicago,Illinois,60611,750.0
2024-08-28,3.0,3.0,1187500.0,"Engel & Voelkers Chicago, Closed",219 E  Lake Shore Dr #2D, Chicago,Illinois,60611,2480.0
2024-08-28,3.0,3.0,1250000.0,"Jameson Sotheby's Intl Realty, Closed",141 W  Schiller St, Chicago,Illinois,60610,3400.0
2024-08-28,2.0,2.0,245000.0,"American International Realty, Closed",801 S  Plymouth Ct #101, Chicago,Illinois,60605,1300.0
2024-08-28,2.0,2.0,220000.0,"Kale Realty, Closed",3255 S  Racine Ave, Chicago,Illinois,60608,700.0
2024-08-28,3.0,3.0,265000.0,"Berkshire Hathaway HomeServices Starck Real Estate, Closed",4549 Warsaw Ave, Lyons,Illinois,60534,1008.0
2024-08-28,4.0,4.0,892500.0,"Coldwell Banker Realty, Closed",230 S  Park Rd, La Grange,Illinois,60525,2686.0
2024-08-28,5.0,5.0,900000.0,"Century 21 Circle, Closed",4236 Hampton Ave, Western Springs,Illinois,60558,2839.0
2024-08-28,3.0,3.0,699637.0,"@properties Christie's International Real Estate, Closed",637 S  Stone Ave, La Grange,Illinois,60525,2000.0
2024-08-28,2.0,2.0,290000.0,"ASAP Realty, Closed",127 Acacia Cir #105, Indian Head Park,Illinois,60525,1150.0
2024-08-28,4.0,4.0,349900.0,"Realty Executives Ambassador, Closed",7714 W  65th Pl, Bedford Park,Illinois,60501,1600.0
2024-08-28,3.0,3.0,280000.0,"Grandview Realty, LLC, Closed",5018 S  Knox Ave, Chicago,Illinois,60632,1032.0
2024-08-28,4.0,4.0,264000.0,"RE/MAX MI CASA, Closed",6035 S  Maplewood Ave, Chicago,Illinois,60629,1499.0
2024-08-28,3.0,3.0,299000.0,"Baird & Warner, Closed",5604 S  Meade Ave, Chicago,Illinois,60638,1195.0
2024-08-28,4.0,4.0,325000.0,"eXp Realty, LLC, Closed",3763 W  76th St, Chicago,Illinois,60652,1771.0
2024-08-28,5.0,5.0,322000.0,"Compass, Closed",7920 Melvina Ave, Burbank,Illinois,60459,1330.0
2024-08-28,4.0,4.0,310000.0,"Real People Realty, Closed",8148 Mayfield Ave, Burbank,Illinois,60459,1200.0
2024-08-28,1.0,1.0,46000.0,"Su Familia Real Estate Inc, Closed",5308 S  Peoria St, Chicago,Illinois,60609,1141.0
2024-08-28,4.0,4.0,72000.0,"Grandview Realty LLC, Closed",7007 S  Laflin St, Chicago,Illinois,60636,714.0
2024-08-28,3.0,3.0,95000.0,"Chicago Realty Partners, Ltd, Closed",8554 S  Aberdeen St, Chicago,Illinois,60620,1435.0
2024-08-28,4.0,4.0,370000.0,"@properties Christie's International Real Estate, Closed",9240 S  Lawndale Ave, Evergreen Park,Illinois,60805,1522.0
2024-08-28,3.0,3.0,252000.0,"Longwood Real Estate Company, Closed",9439 S  52nd Ave, Oak Lawn,Illinois,60453,1263.0
2024-08-28,2.0,2.0,150000.0,"Keller Williams Preferred Rlty, Closed",10210 Washington Ave #117, Oak Lawn,Illinois,60453,900.0
2024-08-28,2.0,2.0,183000.0,"Lori Bonarek Realty, Closed",10437 Austin Ave #B, Oak Lawn,Illinois,60453,950.0
2024-08-28,4.0,4.0,187000.0,"Serene Realty, Inc., Closed",9431 S  Indiana Ave, Chicago,Illinois,60619,1680.0
2024-08-28,4.0,4.0,305000.0,"At Home Realty Group, Inc., Closed",9235 S  Ada St, Chicago,Illinois,60620,1400.0
2024-08-28,4.0,4.0,110000.0,"Rosie Garcia, Closed",9955 S  May St, Chicago,Illinois,60643,893.0
2024-08-28,4.0,4.0,275000.0,"Molloy & Associates, Inc., Closed",2257 W  113th St, Chicago,Illinois,60643,1392.0
2024-08-28,3.0,3.0,141750.0,"RISING REALTY LLC, Closed",1450 W  112th Pl, Chicago,Illinois,60643,1145.0
2024-08-28,3.0,3.0,187000.0,"Grinker & Garcia Real Estate, Closed",10504 S  Avenue J, Chicago,Illinois,60617,1114.0
2024-08-28,3.0,3.0,320000.0,"Harthside Realtors, Inc., Closed",8337 Berkhansted Ct, Orland Park,Illinois,60462,1760.216577540107
2024-08-28,2.0,2.0,215000.0,"American Brokers Real Estate, Closed",8924 W  140th St #104, Orland Park,Illinois,60462,1100.0
2024-08-28,3.0,3.0,385000.0,"RE/MAX All Pro, Closed",14380 Streamwood Dr, Orland Park,Illinois,60467,1768.0
2024-08-28,3.0,3.0,317505.0,"RE/MAX 10, Closed",9845 Avenida Del Este St, Orland Park,Illinois,60462,1533.0
2024-08-28,4.0,4.0,439000.0,"Century 21 Circle, Closed",14452 Maycliff Dr, Orland Park,Illinois,60462,2038.0
2024-08-28,3.0,3.0,385000.0,"@properties Christie's International Real Estate, Closed",7833 Sycamore Dr, Orland Park,Illinois,60462,1312.0
2024-08-28,3.0,3.0,265000.0,"RE/MAX 10, Closed",15705 S  Sunset Ridge Ct #1S, Orland Park,Illinois,60462,1600.0
2024-08-28,3.0,3.0,352500.0,"Coldwell Banker Realty, Closed",8918 Wheeler Dr, Orland Park,Illinois,60462,1312.0
2024-08-28,2.0,2.0,80000.0,"Keller Williams Preferred Rlty, Closed",7 E  Carriageway Dr #206, Hazel Crest,Illinois,60429,1000.0
2024-08-28,3.0,3.0,170000.0,"RE/MAX 10 in the Park, Closed",14425 S  Dearborn St, Riverdale,Illinois,60827,1306.0
2024-08-28,3.0,3.0,120000.0,"Keller Williams Infinity, Closed",16339 Marshfield Ave, Markham,Illinois,60428,1113.0
2024-08-28,3.0,3.0,165900.0,"@properties Christie's International Real Estate, Closed",900 W  Sunset Dr #304, Glenwood,Illinois,60425,1800.0
2024-08-28,3.0,3.0,170000.0,"Keller Williams Preferred Rlty, Closed",1507 Lincoln Pl, Calumet City,Illinois,60409,1000.0
2024-08-28,4.0,4.0,175000.0,"Realty One Group Excel, Closed",98 W  Main St, Chicago Heights,Illinois,60411,2427.6806282722514
2024-08-28,4.0,4.0,250000.0,"eXp Realty, LLC, Closed",18768 Sherman St, Lansing,Illinois,60438,1264.0
2024-08-28,3.0,3.0,399000.0,"Keller Williams Success Realty, Closed",660 Bryn Mawr Ave, Bartlett,Illinois,60103,1710.0
2024-08-28,3.0,3.0,324900.0,"Berkshire Hathaway HomeServices Starck Real Estate, Closed",1020 Bentley Ln, Bartlett,Illinois,60103,1575.0
2024-08-28,4.0,4.0,538000.0,"Real Broker, LLC, Closed",248 Gatewood Ln, Bartlett,Illinois,60103,2077.0
2024-08-28,4.0,4.0,517500.0,"Baird & Warner, Closed",1381 Birchbark Trl, Carol Stream,Illinois,60188,3136.0
2024-08-28,3.0,3.0,325000.0,"Baird & Warner, Closed",216 Stanyon Ln, Bloomingdale,Illinois,60108,1671.0
2024-08-28,3.0,3.0,380000.0,"Berkshire Hathaway HomeServices Starck Real Estate, Closed",368 Laguna Ct, Carol Stream,Illinois,60188,1428.0
2024-08-28,3.0,3.0,320000.0,"Dream Town Real Estate, Closed",1435 Club Dr, Glendale Heights,Illinois,60139,1556.0
2024-08-28,4.0,4.0,500000.0,"Century 21 S.G.R., Inc., Closed",824 W  Heritage Dr, Addison,Illinois,60101,2427.6806282722514
2024-08-28,4.0,4.0,1345000.0,"Realty Executives Elite, Closed",121 W  Harrison Ave, Wheaton,Illinois,60187,3290.0
2024-08-28,5.0,5.0,700000.0,"RE/MAX Suburban, Closed",165 Tennyson Dr, Wheaton,Illinois,60189,2913.0
2024-08-28,4.0,4.0,420000.0,"Baird & Warner, Closed",111 S  Ellyn Ave, Glen Ellyn,Illinois,60137,1952.0
2024-08-28,3.0,3.0,430000.0,"Coldwell Banker Realty, Closed",1142 Durham Dr, Wheaton,Illinois,60189,1463.0
2024-08-28,4.0,4.0,390000.0,"Affordable Real Estate, Inc., Closed",1918 Clydesdale Dr, Wheaton,Illinois,60189,1962.0
2024-08-28,3.0,3.0,585000.0,"RE/MAX Suburban, Closed",191 S  Oakland Grv, Elmhurst,Illinois,60126,3978.0
2024-08-28,3.0,3.0,335000.0,"Berkshire Hathaway HomeServices Chicago, Closed",113 W  Plymouth St, Villa Park,Illinois,60181,1800.0
2024-08-28,3.0,3.0,535000.0,"RE/MAX Achievers, Closed",177 S  Craig Pl, Lombard,Illinois,60148,1381.0
2024-08-28,4.0,4.0,240000.0,"Citywide Realty LLC, Closed",0S717 Cornell Ave, Villa Park,Illinois,60181,1854.0
2024-08-28,3.0,3.0,275000.0,"J.W. Reedy Realty, Closed",1169 S  Fairfield Ave, Lombard,Illinois,60148,864.0
2024-08-28,2.0,2.0,813880.0,"Coldwell Banker Realty, Closed",6 Oak Brook Club Dr #J208, Oak Brook,Illinois,60523,2133.0
2024-08-28,5.0,5.0,1600000.0,"Jameson Sotheby's International Realty, Closed",48 Devonshire Dr, Oak Brook,Illinois,60523,3785.0
2024-08-28,2.0,2.0,220000.0,"@properties Christie's International Real Estate, Closed",1233 Chalet Rd #300, Naperville,Illinois,60563,937.0
2024-08-28,4.0,4.0,560000.0,"Baird & Warner, Closed",1241 Pennsbury Ln, Aurora,Illinois,60502,1985.0
2024-08-28,3.0,3.0,466000.0,"RE/MAX Enterprises, Closed",2052 Schumacher Ln, Naperville,Illinois,60540,1473.0
2024-08-28,3.0,3.0,499900.0,"Berkshire Hathaway HomeServices Chicago, Closed",1569 Aztec Cir, Naperville,Illinois,60563,1905.0
2024-08-28,4.0,4.0,675000.0,"Station Cities, Closed",525 Ticonderoga Ln, Naperville,Illinois,60563,2911.0
2024-08-28,3.0,3.0,372000.0,"@properties Christie's International Real Estate, Closed",5274 Meyer Dr, Lisle,Illinois,60532,1336.0
2024-08-28,2.0,2.0,290000.0,"RE/MAX Professionals Select, Closed",1818 Appaloosa Dr, Naperville,Illinois,60565,1009.0
2024-08-28,4.0,4.0,467500.0,"Coldwell Banker Realty, Closed",534 Whitehall Way, Bolingbrook,Illinois,60440,1980.0
2024-08-28,4.0,4.0,527500.0,"Coldwell Banker Realty, Closed",637 Newport Ave, Westmont,Illinois,60559,2147.0
2024-08-28,1.0,1.0,234000.0,"Platinum Partners Realtors, Closed",930 Rogers St #304, Downers Grove,Illinois,60515,970.0
2024-08-28,5.0,5.0,1250000.0,"@properties Christie's International Real Estate, Closed",57 Norfolk Ave, Clarendon Hills,Illinois,60514,3794.0
2024-08-28,3.0,3.0,667500.0,"Better Homes & Gardens County Line, Closed",232 Holmes Ave, Clarendon Hills,Illinois,60514,2098.0
2024-08-28,5.0,5.0,1800000.0,"Better Homes & Gardens County Line, Closed",223 E  8th St, Hinsdale,Illinois,60521,7213.0
2024-08-28,4.0,4.0,610000.0,"Coldwell Banker Real Estate Group, Closed",6405 Tennessee Ave, Willowbrook,Illinois,60527,2707.0
2024-08-28,1.0,1.0,120000.0,"Coldwell Banker Gladstone, Closed",9S020 Frontage Rd #5-205, Willowbrook,Illinois,60527,680.0
2024-08-28,4.0,4.0,650000.0,"Berg Properties, Closed",10S030 Clarendon Hills Rd, Willowbrook,Illinois,60527,2767.0
2024-08-28,4.0,4.0,620000.0,"Century 21 New Heritage - Hampshire, Closed",14N909 Whispering Trl, Hampshire,Illinois,60140,2978.0
2024-08-28,2.0,2.0,335000.0,"Berkshire Hathaway HomeServices Starck Real Estate, Closed",12618 Oak Grove Dr, Huntley,Illinois,60142,1476.0
2024-08-28,3.0,3.0,325000.0,"Cloud Gate Realty LLC, Closed",213 N  McLean Blvd, Elgin,Illinois,60123,1511.0
2024-08-28,4.0,4.0,465000.0,"@properties Christie's International Real Estate, Closed",929 N  Camden Ln, South Elgin,Illinois,60177,2415.0
2024-08-28,5.0,5.0,650000.0,"Exterplexy Real Estate and Management, Closed",5N430 Fence Rail Ct, St Charles,Illinois,60175,2429.0
2024-08-28,3.0,3.0,292500.0,"Berkshire Hathaway HomeServices Starck Real Estate, Closed",1314 Windsor Ct, Geneva,Illinois,60134,1376.0
2024-08-28,3.0,3.0,256000.0,"The HomeCourt Real Estate, Closed",228 Delia St, Batavia,Illinois,60510,1026.0
2024-08-28,4.0,4.0,435000.0,"Keller Williams Infinity, Closed",1812 Royal Ct, Aurora,Illinois,60503,2147.0
2024-08-28,4.0,4.0,251000.0,"Century 21 Circle, Closed",25229 W  Wayside Pl, Lake Villa,Illinois,60046,1532.0
2024-08-28,3.0,3.0,230000.0,"Area Wide Realty, Closed",384 Windridge Dr, Round Lake Park,Illinois,60073,1554.0
2024-08-28,3.0,3.0,333125.0,"Century 21 Circle, Closed",4832 Eastwood Ct, Waukegan,Illinois,60087,1122.0
2024-08-28,0.0,0.0,182500.0,Unknown,36389 N  Traer Ter, Gurnee,Illinois,60031,1536.0
2024-08-28,3.0,3.0,375000.0,"eXp Realty, LLC, Closed",18112 W  Hampshire Dr, Gurnee,Illinois,60031,2706.0
2024-08-28,4.0,4.0,306500.0,"Coldwell Banker Realty, Closed",33428 N  Mill Rd, Grayslake,Illinois,60030,1764.0
2024-08-28,3.0,3.0,270000.0,Unknown,2728 Jacquelyn Ln, Waukegan,Illinois,60087,1427.0
2024-08-28,3.0,3.0,360000.0,"Suburban Life Realty, Ltd, Closed",622 Wood Creek Dr, Island Lake,Illinois,60042,1762.0
2024-08-28,3.0,3.0,500000.0,"Baird & Warner Business Development, Closed",606 Dawes St, Libertyville,Illinois,60048,1825.0
2024-08-28,3.0,3.0,528000.0,"@properties Christie's International Real Estate, Closed",418 E  Sunnyside Ave, Libertyville,Illinois,60048,2684.0
2024-08-28,2.0,2.0,630000.0,"Compass, Closed",1792 Princeton Ct, Lake Forest,Illinois,60045,2481.0
2024-08-28,4.0,4.0,1250000.0,"Coldwell Banker Realty, Closed",1170 Griffith Rd, Lake Forest,Illinois,60045,2548.0
2024-08-28,3.0,3.0,699900.0,"Charles Rutenberg Realty of IL, Closed",470 Knollwood Dr, Barrington,Illinois,60010,2642.0
2024-08-28,4.0,4.0,855000.0,"RE/MAX Top Performers, Closed",2821 Acacia Ter, Buffalo Grove,Illinois,60089,3508.0
2024-08-28,3.0,3.0,462000.0,"Sky High Real Estate Inc., Closed",540 Cherbourg Ct S, Buffalo Grove,Illinois,60089,2399.0
2024-08-28,2.0,2.0,250000.0,"Compass, Closed",451 Town Place Cir #506, Buffalo Grove,Illinois,60089,1240.0
2024-08-28,5.0,5.0,1275000.0,"@properties Christie's International Real Estate, Closed",85 W  Mallard Ln, Lake Forest,Illinois,60045,3364.0
2024-08-28,4.0,4.0,1025000.0,"Compass, Closed",131 E  Stone Ave, Lake Forest,Illinois,60045,2756.0
2024-08-28,4.0,4.0,479000.0,"Compass, Closed",1956 Beverly Pl, Highland Park,Illinois,60035,1722.0
2024-08-28,3.0,3.0,515000.0,"@properties Christie's International Real Estate, Closed",512 Burton Ave, Highland Park,Illinois,60035,1948.0
2024-08-28,3.0,3.0,195000.0,Nester Realty,315 Merrell St, Collinsville,Illinois,62234,1800.0
2024-08-28,3.0,3.0,650000.0,Coldwell Banker Brown Realtors,910 Saint Louis St, Edwardsville,Illinois,62025,4160.0
2024-08-28,3.0,3.0,255000.0,Coldwell Banker Brown Realtors,419 Roanoke Dr, Edwardsville,Illinois,62025,1800.0
2024-08-28,3.0,3.0,325000.0,Re/Max Alliance,218 Forest Ridge Ct, Glen Carbon,Illinois,62034,2254.0
2024-08-28,2.0,2.0,24000.0,Keller Williams Marquee,2038 Beckwith Ave, Madison,Illinois,62060,572.0
2024-08-28,2.0,2.0,61000.0,RE/MAX Alliance,159 Troeckler Ln, Granite City,Illinois,62040,768.0
2024-08-28,2.0,2.0,150000.0,Re/Max Alliance,3155 Rodger Ave, Granite City,Illinois,62040,1197.0
2024-08-28,2.0,2.0,82900.0,Landmark Realty,605 Stowell Ave, Alton,Illinois,62002,829.0
2024-08-28,4.0,4.0,265000.0,RE/MAX Alliance,5005 Crystal Lake Dr, Godfrey,Illinois,62035,2964.0
2024-08-28,3.0,3.0,160000.0,"Homesmart Connect LLC, Closed",4901 W  Shore Dr, McHenry,Illinois,60050,1008.0
2024-08-28,3.0,3.0,275999.0,"RE/MAX Liberty, Closed",1113 Bonita Ln, McHenry,Illinois,60050,1768.0
2024-08-28,2.0,2.0,315000.0,"Baird & Warner, Closed",245 W  Crystal Lake Ave, Crystal Lake,Illinois,60014,1711.0
2024-08-28,3.0,3.0,268000.0,"RCI Real Estate Group, Closed",942 Viewpoint Dr, Lake In The Hills,Illinois,60156,1735.0
2024-08-28,2.0,2.0,248000.0,"Brokerocity Inc, Closed",1084 Saint Andrews Ct, Algonquin,Illinois,60102,1650.0
2024-08-28,3.0,3.0,257000.0,Re/Max First Choice,304 S  Market St, Waterloo,Illinois,62298,2366.0
2024-08-28,4.0,4.0,140000.0,"Shelly Rigelwood, Jim Maloof Realty, Inc.",515 N  3rd St, Chillicothe,Illinois,61523,1408.0
2024-08-28,4.0,4.0,300000.0,"Jordan Myers, EXP Realty, LLC",10528 N  Churchill Dr, Peoria,Illinois,61615,2942.0
2024-08-28,3.0,3.0,143000.0,"Rachel Fuller, Gateway Realty Group",213 N  Daniels St, Elmwood,Illinois,61529,1350.0
2024-08-28,5.0,5.0,1700000.0,"Kavan Shay, Jim Maloof Realty, Inc.",7406 N  Edgewild Dr, Peoria,Illinois,61614,8485.0
2024-08-28,3.0,3.0,191000.0,"Josh Martin, Jim Maloof Realty, Inc.",2714 W  Huntington Dr, Peoria,Illinois,61614,1575.0
2024-08-28,3.0,3.0,230000.0,"Tracy Molendi, RE/MAX Traders Unlimited",5012 N  Circle Ct, Peoria,Illinois,61614,2640.0
2024-08-28,4.0,4.0,1350000.0,"Laurie Pearl Williams, Keller Williams Premier Realty",4421 N  Grandview Dr, Peoria Heights,Illinois,61616,4774.0
2024-08-28,3.0,3.0,120000.0,"Brooke Richardson, RE/MAX Traders Unlimited",5401 W  Cisna Rd, Peoria,Illinois,61607,1375.0
2024-08-28,4.0,4.0,180000.0,"Sandi J Beck, RE/MAX Traders Unlimited",2710 S  Aerial Dr, Peoria,Illinois,61607,2304.0
2024-08-28,4.0,4.0,40500.0,"Chris A Hilton, Century 21 Lincoln National Re",3825 S  Granville Ave, Bartonville,Illinois,61607,1404.0
2024-08-28,5.0,5.0,25000.0,"Tracy Morris, EXP Realty, LLC",511 E  Illinois Ave, Peoria,Illinois,61603,1666.0
2024-08-28,2.0,2.0,30000.0,"Kayla Hicks, EXP Realty, LLC",3019 W  Proctor St, Peoria,Illinois,61605,676.0
2024-08-28,3.0,3.0,316000.0,"Natalee Roseboom, Coldwell Banker Real Estate Gr",16919 W  Todd School Rd, Glasford,Illinois,61533,1965.0
2024-08-28,2.0,2.0,117500.0,"Kayla Forret-Munoz, HomeSmart Residential and Commercial Realty",2187 18th St, East Moline,Illinois,61244,864.0
2024-08-28,2.0,2.0,84000.0,"Diane Godwin-Luckey, RE/MAX Concepts Moline",407 1st Ave, Silvis,Illinois,61282,1092.0
2024-08-28,5.0,5.0,289000.0,"Susmita Dahal, RE/MAX Concepts Bettendorf",3607 75th St, Moline,Illinois,61265,3356.0
2024-08-28,3.0,3.0,395000.0,"Darcy Jacks, Ruhl&Ruhl REALTORS Moline",4500 6th Street Ct, East Moline,Illinois,61244,3267.0
2024-08-28,2.0,2.0,126300.0,"Amanda Francis, NextHome QC Realty",1632 18th St #A, Moline,Illinois,61265,880.0
2024-08-28,2.0,2.0,112500.0,"Stephanie Kauzlarich, EXP REALTY, LLC.",1421 24th Ave, Moline,Illinois,61265,933.0
2024-08-28,4.0,4.0,64500.0,"QDM Real Estate, LLC",1616 Doris Ave, Cahokia,Illinois,62206,1440.0
2024-08-28,2.0,2.0,70000.0,Berkshire Hathaway Select,750 Jerome Ln, Cahokia,Illinois,62206,1409.0
2024-08-28,4.0,4.0,140000.0,RE/MAX Preferred,14 Lakeland Blvd, Swansea,Illinois,62226,1888.0
2024-08-28,4.0,4.0,205000.0,Real Broker LLC,30 N  Michigan Ave, Belleville,Illinois,62221,2000.0
2024-08-28,3.0,3.0,340000.0,Keller Williams Marquee,14 Fawnlily Dr, Belleville,Illinois,62221,1888.0
2024-08-28,4.0,4.0,479900.0,Coldwell Banker Brown Realtors,1 Forestview Ct, Belleville,Illinois,62220,4875.0
